,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
61,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,111.54,21.994444444444447,N/A,6.71,3.21,4.39,8.84,30.45,112.67,10658419800.0,12130000000.0,21.46,5.29,0.79,16.00,15310000000.0,1290000000.0,758120000.0,493330000.0,3.60,1.40,1.40,835420000.0,2.19,1770000000.0,1.44,11.79,636990000.0,0.59,0.87,98.82,16200000.0,8.07,14.05,14460000.0,79.18,134610000.0,N/A
62,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,82.22,14.619339984650807,N/A,1.56,3.19,5.71,3.56,11.27,412.56,70287000200.0,9.31,9.31,0.99,0.66,8.97,153740000000.0,25260000000.0,11370000000.0,4920000000.0,13.03,1.10,1.10,9480000000.0,14.7,37100000000.0,0.76,122.10,8180000000.0,0.71,1.45,92.71,4520000.0,2.85,1.23,4970000.0,190.49,368980000.0,N/A
63,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,11.94,138.0212765957447,N/A,1.30,1.34,1.45,0.22,0.91,34.76,10431096000.0,10910000000.0,17.77,1.92,1.92,69.46,7920000000.0,2630000000.0,0.81,0.47,0.47,3.25,3.25,1210000000.0,3.02,0.81,1.11,50.01,1180000000.0,0.51,6.57,64.91,3160000.0,2.02,2.44,3120000.0,64.87,160800000.0,N/A
64,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,18.54,25.01023890784983,N/A,27.70,15.86,23.05,16.39,9340000000.0,18.54,62766518400.0,70360000000.0,24.11,5.76,4.42,16.94,15690000000.0,9340000000.0,4150000000.0000005,2520000000.0,2.93,27.80,5.50,3130000000.0,1.05,7850000000.0,0.96,27.70,3300000000.0,0.59,0.24,80.93,12560000.0,2.64,1.57,12220000.0,73.28,856530000.0,N/A
65,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,379.37,5.869565217391305,N/A,2.38,11.99,19.54,4.38,35.83,7.86,2152494000.0,6960000000.0,10.19,3.28,3.18,13.19,1990000000.0,575700000.0,4670000000.0,263899999.99999997,0.92,128.70,128.70,567900000.0,0.47,4670000000.0,2.24,2.27,514200000.00000006,1.92,1.56,61.95,98040000.0,7.36,30.23,113050000.0,5.40,398610000.0,N/A
66,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,472.23,32.57478005865102,N/A,40.25,13.67,18.38,13.28,117.89,50.56,27976608800.0,30760000000.0,30.98,5.92,4.83,22.92,6210000000.0,2730000000.0,1340000000.0,6.82,6.82,31.20,15.00,1.95,3.94,3280000000.0,0.98,5.52,1200000000.0,0.24,0.13,81.76,11990000.0,6.04,9.97,11990000.0,222.16,125930000.0,N/A
67,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,129.39,15.575396825396826,N/A,2.20,10.72,19.13,5.01,14.78,23.86,178587500000.0,281900000000.0,13.40,2.68,2.59,8.37,108940000000.0,74500000000.0,33689999999.999996,11650000000.0,2.52,68.56,68.56,25700000000.0,1.87,108740000000.0,0.87,17.86,24290000000.0,0.98,0.69,85.05,78600000.0,4.04,1.74,81480000.0,39.25,4550000000.0,N/A
68,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,15.69,24.815315315315317,N/A,2.23,45.88,57.40,1.78,9.04,14.55,59262516600.0,62540000000.0,22.24,4.41,12.03,18.09,4860000000.0,4860000000.0,3460000000.0,2390000000.0,6.66,54.00,29.10,2670000000.0,2.59,4170000000.0,1.01,74.28,2760000000.0,0.32,1.56,87.98,5730000.0,2.75,1.80,5870000.0,165.27,358580000.0,N/A
69,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,176.02,52.719665271966534,N/A,17.57,5.95,7.88,5.70,21.45,204.90,17570700000.0,31530000000.0,55.78,6.33,5.54,47.38,5590000000.0,1900000000.0,665430000.0,338410000.0,11.95,7.80,7.80,721630000.0,31.6,2940000000.0,1.62,60.11,721120000.0,1.21,1.61,92.16,1430000.0,2.74,5.76,1660000.0,630.00,27890000.0,N/A
70,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,47.83,12.679093567251462,N/A,3.62,9.34,10.59,7.49,25.40,147.16,25589078500.0,28330000000.0,16.46,1.25,1.25,9.22,23570000000.0,5980000000.0,3070000000.0,2109999999.9999998,13.68,25.43,25.43,3180000000.0,13.77,3840000000.0,1.40,47.94,3150000000.0,1.15,0.33,85.49,4870000.0,3.23,3.31,3680000.0,173.45,147530000.0,N/A
71,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,274.55,24.216867469879514,N/A,3.33,10.68,20.26,3.22,14.07,23.49,17259066000.0,31090000000.0,21.16,3.20,4.68,14.07,6840000000.0,2560000000.0,2210000000.0,2.49,2.49,13.30,39.08,1790000000.0,2.91,14340000000.0,0.96,18.12,1370000000.0,0.19,0.46,94.55,4520000.0,2.41,1.82,5370000.0,60.30,286220000.0,N/A
72,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,219.25,14.522388059701493,N/A,1.87,501280000.0,13.07,2.97,3320000000.0,24.37,9781763600.0,25860000000.0,14.52,2.11,2.11,8.89,12300000000.0,3320000000.0,2910000000.0,1.34,1.34,28.63,28.63,1640000000.0,1.88,15280000000.0,1.03,10.40,2029999999.9999998,0.96,0.21,88.76,14890000.0,1.41,3.37,20250000.0,19.46,502660000.0,N/A
73,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,61.02,18.270833333333332,N/A,0.43,184910000.0,19.04,1.89,1030000000.0,7.29,1640516200.0,5250000000.0,18.27,0.38,3.83,4.09,1540000000.0,1030000000.0,1280000000.0,0.48,0.48,62.28,62.28,980560000.0,0.17,2830000000.0,1.17,20.51,939290000.0,1.54,2.24,98.51,20580000.0,4.25,18.58,23080000.0,8.77,187060000.0,N/A
74,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,57.91,15.56140350877193,N/A,3.26,27.42,35.67,8.53,21.04,4.21,7070809199.999999,8119999999.999999,11.30,1.13,4.72,7.90,1990000000.0,1330000000.0,1030000000.0,472220000.0,1.14,61.88,61.88,1450000000.0,0.51,1260000000.0,1.40,5.44,1070000000.0000001,0.22,2.05,100.06,12550000.0,2.03,3.64,10250000.0,17.74,398580000.0,N/A
75,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,47.70,12.776758409785932,N/A,1.43,11.90,19.35,5.39,11.50,27.55,44704600000.00001,51660000000.0,167.12,1.70,1.70,4.28,33350000000.0,16180000000.0,12070000000.0,3620000000.0,3.27,47.20,47.20,11100000000.0,7.64,14970000000.0,2.16,29.20,10310000000.0,1.69,0.04,76.33,11820000.0,1.56,1.10,13600000.0,41.78,1070000000.0000001,N/A
76,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,72.73,36.57177033492823,N/A,8.03,2.31,3.24,6.82,23.51,364.41,134990324800.0,136130000000.0,33.02,5.19,0.85,19.96,152700000000.0,19820000000.0,6820000000.0,3710000000.0,8.36,7.30,7.30,6360000000.0,26.67,12510000000.0,1.11,38.06,6910000000.0,0.68,0.23,71.54,4010000.0,1.18,0.91,4790000.0,305.74,441520000.0,N/A
77,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,269.20,9.766336633663366,N/A,5.78,18.34,14.80,5.84,26.24,27.72,14902531200.0,20610000000.0,17.24,2.09,2.46,13.81,8109999999.999999,2710000000.0,1490000000.0,5.05,5.05,99.30,14.60,1430000000.0,4.11,6950000000.0,0.84,8.53,1540000000.0,0.41,43.90,53.65,18360000.0,5.46,9.55,15960000.0,49.32,302160000.0,N/A
78,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,47.84,18.107142857142858,N/A,5.39,21.32,28.62,9.59,29.74,11.91,192558600000.0,181160000000.0,14.49,2.34,3.58,11.20,51900000000.0,32670000000.0,16180000000.0,10780000000.0,2.52,64.41,64.41,15830000000.0,6.77,17079999999.999998,1.59,8.46,15570000000.0,0.96,0.04,73.98,34390000.0,1.54,0.81,34590000.0,45.63,4219999999.9999995,N/A
79,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,144.86,16.592771084337347,N/A,4.44,27.74,41.57,7.95,26.85,15.00,52710264200.0,67470000000.0,16.75,4.03,5.73,10.78,11940000000.0,6290000000.0,6260000000.0,3270000000.0,4.15,53.15,53.15,4850000000.0,3.24,17220000000.0,1.73,15.51,4860000000.0,1.23,0.12,76.04,6690000.0,1.54,0.88,7950000.0,68.86,765470000.0,N/A
80,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,91.05,30.720771850170255,N/A,8.47,13.19,17.50,10.36,29.46,69.57,28161132499.999996,30950000000.0,38.01,3.51,4.26,18.85,6890000000.0,3130000000.0,1640000000.0,950490000.0,8.81,16.60,7.60,1070000000.0000001,2.25,3030000000.0,2.34,31.96,1330000000.0,1.43,15.58,67.24,2040000.0,2.6,2.30,2130000.0,270.65,104050000.0,N/A
81,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,273.43,8.663716814159292,N/A,0.81,5.45,17.81,3.84,9.02,20.69,10769000000.0,45520000000.0,7.36,1.27,2.05,5.20,22400000000.0,12320000000.0,8760000000.0,1210000000.0,1.13,54.90,54.90,6680000000.0,1.42,36340000000.0,0.82,12.11,6800000000.0,0.99,0.79,78.27,115970000.0,9.24,12.03,105390000.0,9.79,1100000000.0,N/A
82,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,32.03,17.579937304075234,N/A,2.86,10.46,17.08,10.76,16.26,30.60,30315726400.0,29430000000.0,14.45,5.75,1.74,8.68,16780000000.000002,6150000000.0,3390000000.0,1770000000.0,3.19,2.80,2.80,2500000000.0,7.92,3400000000.0,2.90,19.62,2730000000.0,1.14,0.24,95.10,12020000.0,3.56,2.23,10860000.0,56.08,540580000.0,N/A
83,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,24.41,26.326315789473682,N/A,64.20,23.88,20.62,8.55,448.10,24.41,18524907000.0,19960000000.0,24.40,4.16,6.33,25.78,3010000000.0,2600000000.0,774120000.0,752690000.0,5.70,82.10,19.70,783070000.0,4.46,1980000000.0,0.78,64.20,799750000.0,0.29,0.95,101.74,4730000.0,2.47,5.08,4730000.0,150.06,123450000.0,N/A
84,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,141.00,11.721014492753625,N/A,1.30,2.77,4.77,3.46,11.50,200.28,84757000000.0,164710000000.0,8.58,1.54,0.63,9.80,255760000000.0,44520000000.0,16809999999.999998,7220000000.0,5.52,40.40,8.50,12850000000.0,9.73,92320000000.0,0.99,49.92,14200000000.0,0.74,0.19,79.64,19800000.0,2.73,1.52,18180000.0,64.70,1310000000.0,N/A
85,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,22.32,42.86893203883495,N/A,1.15,2.86,7.25,2.49,2.51,72.18,165139700000.0,189670000000.0,38.73,1.40,1.40,6.64,139870000000.0,59750000000.0,28560000000.0,3870000000.0,2.06,38.80,43.92,27310000000.0,4.57,32350000000.0,1.01,77.09,26980000000.0,1.3,0.05,68.96,16410000.0,1.62,0.88,21330000.0,88.31,1870000000.0,N/A
86,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,126.11,39.56459330143541,N/A,2.45,10.27,29.67,3.13,6.01,20.99,69397582500.0,113910000000.0,17.90,4.03,6.62,14.05,16570000000.0,7970000000.0,8109999999.999999,1740000000.0,2.09,16.50,16.50,5200000000.0,1.43,41300000000.0,0.63,33.78,5670000000.0,0.43,0.28,72.79,13190000.0,3.24,1.58,13870000.0,82.69,839250000.0,N/A
87,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,168.22,5.104972375690608,N/A,1.23,7.76,11.75,5.07,25.74,70.07,17679538800.0,35710000000.0,9.53,1.44,0.79,4.68,47010000000.0,12920000000.0,7630000000.0,3500000000.0,5.43,25.80,25.80,8430000000.0,9.4,24070000000.0,0.53,22.52,6840000000.0,1.24,0.38,85.17,27180000.0,0.39,4.28,33090000.000000004,27.72,637790000.0,N/A
88,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,45.19,15.481268011527376,N/A,1.00,731930000.0,14.36,1.48,7710000000.0,28.68,39419736000.0,56600000000.0,15.48,7.04,2.65,12.92,21510000000.0,7710000000.0,4380000000.0,3.47,3.47,36.68,36.68,1410000000.0,2.38,18130000000.0,1.22,53.90,2100000000.0,1.48,0.26,74.25,19480000.0,2.95,2.66,20590000.0,53.72,733800000.0,N/A
89,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,44.09,406.83333333333337,N/A,0.41,7610000.0,N/A,2109999999.9999998,2109999999.9999998,230.14,469160200.0,1110000000.0,7610000.0,0.06,0.20,18.17,6340000000.0,2109999999.9999998,61220000.0,0.06,0.06,29.47,29.47,365070000.0,3.01,615610000.0,1.66,60.11,205590000.0,0.93,20.31,109.37,6670000.0,6.52,121.97,7700000.0,24.41,19220000.0,N/A
90,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,426.40,17.922814982973893,N/A,4.16,7.61,10.15,3.11,23.57,117.15,49400594000.0,91670000000.0,18.47,10.14,2.49,16.21,39230000000.0,9180000000.0,5660000000.0,2800000000.0,8.81,22.97,22.97,3410000000.0,26.62,50590000000.0,2.27,37.92,5680000000.0,0.95,0.23,80.91,4800000.0,2.54,1.71,4990000.0,157.90,312860000.0,N/A
91,N/A,N/A,dell,N/A,N/A,N/A,N/A,N/A,126.27,9.20376712328767,N/A,4470000000.0,4.85,3.68,1.84,681.70,126.27,13684212500.0,90920000000.0,7.99,1.73,0.99,10.28,92150000000.0,28930000000.0,8850000000.0,4470000000.0,5.84,31.46,31.46,9290000000.0,16.51,58480000000.0,0.82,4470000000.0,7810000000.0,4470000000.0,1.02,75.69,6450000.0,2.11,2.56,8039999.999999999,53.75,254590000.0,N/A
92,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,179.15,24.57587548638132,N/A,6.62,6.69,9.10,7.29,28.70,116.11,47695905600.0,57940000000.0,21.43,1.80,1.96,18.04,27750000000.0,8490000000.0,3210000000.0,1980000000.0,7.71,73.00,27.60,2240000000.0,10.62,12920000000.0,1.44,28.64,3400000000.0,0.53,0.19,94.96,2800000.0,0.9,1.39,3310000.0,189.48,251720000.0,N/A
93,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,79.43,19.972461273666095,N/A,2.75,10.36,14.99,5.98,14.58,57.14,15518029200.0,19890000000.0,15.29,4.08,2.60,13.46,7730000000.0,2720000000.0,1480000000.0,5.81,5.81,34.29,34.29,1240000000.0,2.56,4590000000.0,1.38,42.22,1220000000.0,1.37,0.51,94.17,3290000.0,2.11,2.79,4650000.0,116.04,133729999.99999999,N/A
94,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,41.26,10.664694280078894,N/A,1.88,10.26,12.87,9.24,18.69,50.04,19656607800.0,22880000000.0,11.41,1.15,1.24,9.33,17590000000.0,3650000000.0,2450000000.0,1890000000.0,5.07,39.80,9.00,892100000.0,4.06,4430000000.0,5.28,28.77,958700000.0,1.62,8.51,87.91,4650000.0,1.59,1.59,6640000.0,54.07,363540000.0,N/A
95,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,86.37,40.7437641723356,N/A,4.25,18.13,18.12,3.38,8.61,25.31,127037353600.0,149400000000.0,30.35,3.51,8.28,33.51,17910000000.0,9980000000.0,4460000000.0,2610000000.0,4.41,78.30,2.90,3950000000.0,6.26,26830000000.0,1.32,42.26,4070000000.0000005,0.85,11.47,82.13,6740000.0,2.24,1.07,6770000.0,179.68,707020000.0,N/A
96,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,57.28,37.77104377104377,N/A,2.22,6.88,11.91,2.77,5.01,43.35,203045800000.0,261410000000.00003,35.61,104.60,3.34,17.97,69570000000.0,27550000000.0,14540000000.0,4830000000.0,2.97,20.70,20.70,6610000000.0,7.94,59560000000.0,0.94,50.59,5420000000.0,1.11,0.20,66.29,28630000.0,1.61,1.59,25240000.0,112.18,1810000000.0,N/A
97,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,141.25,8.282868525896415,N/A,1.48,18.54,29.59,6.25,19.89,17.41,3326815800.0,30580000000.0,6.46,2.81,2.75,6.66,11140000000.0,7390000000.0,4590000000.0,1840000000.0,2.51,5.60,66.37,3400000000.0,2.17,16110000000.0,1.61,14.05,3190000000.0,1.52,3.25,127.30,44400000.0,7.97,30.88,44400000.0,20.79,160020000.0,N/A
98,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,284.74,36.39285714285714,N/A,2.05,1.18,2.93,2.01,5.52,95.80,2655921600.0,6920000000.0,11.92,28.72,0.85,13.93,8750000000.0,2570000000.0,496840000.0,96520000.0,1.12,27.58,27.58,404610000.0,16.59,4760000000.0,2.04,19.88,411910000.0,1.6,5.17,109.61,14150000.0,3.76,22.98,14380000.0,40.76,65160000.0,N/A
99,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,571.59,10.597014925373132,N/A,5.26,85850000.0,5.25,3.40,14.66,47.91,1226170000.0,2840000000.0,10.60,0.68,0.68,6.64,4360000000.0,4110000000.0000005,2089999999.9999998,1.34,1.34,14.66,14.66,1520000000.0,7.08,2089999999.9999998,1.67,2.70,14.66,2.65,0.62,111.02,25060000.0,8.03,38.62,21610000.0,14.20,86350000.0,N/A
100,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,159.85,27.613569321533923,N/A,3.41,3.35,6.77,5.12,13.14,101.67,22207100300.0,30880000000.0,16.63,2.66,1.28,13.48,23610000000.0,8950000000.0,2290000000.0,806700000.0,3.39,8.20,8.20,1870000000.0,7.4,10420000000.0,1.15,27.49,2210000000.0,0.63,1.48,96.14,4970000.0,1.47,2.71,4420000.0,93.61,237230000.0,N/A
101,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,251.90,4.412731006160164,N/A,1.89,41310000.0,14.45,8.26,1200000000.0,46.92,898926699.9999999,1780000000.0,4.41,0.73,0.89,4.88,2009999999.9999998,1200000000.0,365070000.0,4.87,4.87,59.33,59.33,286650000.0,7.41,1190000000.0,1.91,11.37,259810000.0,1.46,0.78,95.10,2910000.0,7.97,7.97,2710000.0,21.49,41830000.0,N/A
102,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,156.52,0.4508856682769727,N/A,0.09,26.13,38.66,6.30,24.28,2.58,141769600.0,2460000000.0,26.13,2.03,2.03,3.48,1270000000.0,738870000.0,706820000.0,316650000.0,0.6210,56.89,56.89,494140000.0,0.01,2330000000.0,0.99,3.01,491620000.0,4.18,1.48,72.62,128910000.0,3.37,37.94,134880000.0,0.28,506320000.0,N/A
103,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,116.18,19.10196078431373,N/A,4.70,10.59,15.16,7.61,25.73,48.74,14023609000.0,16980000000.0,17.37,2.78,2.40,12.63,7140000000.0,2630000000.0,1340000000.0,748490000.0,5.10,68.10,37.06,945310000.0,3.54,3460000000.0,1.29,20.71,996640000.0,1.37,0.95,88.94,1900000.0,2.14,1.51,1760000.0,97.42,143950000.0,N/A
104,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,148.93,18.241228070175442,N/A,2.39,739770000.0,8.84,6370000000.0,6370000000.0,56.36,30806960700.000004,47740000000.0,18.24,1.14,1.14,7.33,42950000000.0,6370000000.0,6510000000.0,2.28,2.28,14.57,14.57,5930000000.0,4.95,20050000000.0,1.63,17.42,5790000000.0,17.42,0.08,70.82,16860000.0,3.07,2.28,17980000.0,41.59,740730000.0,N/A
105,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,234.86,13.35357142857143,N/A,3.99,124060000.0,5.61,3.46,1410000000.0,63.63,9707939600.0,14020000000.0,13.35,1.94,1.80,17.66,7810000000.0,1410000000.0,5480000000.0,5.6,5.6,18.04,18.04,711300000.0,6.13,5480000000.0,0.61,18.72,711300000.0,1.34,0.30,83.13,5850000.0,1.84,5.70,7110000.0,74.78,129820000.0,N/A
106,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,155.99,18.670628183361632,N/A,1.79,9.10,13.92,2.66,9.61,64.94,21181321700.0,39500000000.0,15.53,2.87,3.24,14.64,12670000000.0,3420000000.0,2700000000.0,1110000000.0,5.89,28.49,28.49,2650000000.0,2.87,18700000000.0,0.89,61.38,2960000000.0,0.61,0.60,75.60,4350000.0,3.36,2.94,4150000.0000000005,109.97,192610000.0,N/A
107,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,136.92,16.17391304347826,N/A,1.34,15.49,23.80,2.34,7.68,33.45,60140124000.0,127650000000.0,15.02,3.85,5.22,11.54,24660000000.0,11560000000.0,11060000000.0,3710000000.0,5.06,0.40,47.93,8210000000.000001,1.98,65830000000.0,0.67,61.17,8520000000.0,0.33,0.10,65.29,37670000.0,10.36,5.13,38060000.0,81.84,734850000.0,N/A
108,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,347.44,12.947284345047922,N/A,5.07,7.85,15.88,5.67,24.08,80.43,9871890000.0,21570000000.0,12.39,1.33,1.88,8.82,11390000000.0,3470000000.0,2450000000.0,816130000.0,6.26,110.50,3.60,2500000000.0,11.42,11680000000.0,1.81,15.99,2830000000.0,1.21,2.74,101.41,6190000.0,4.93,7.50,5880000.0,81.05,121800000.0,N/A
109,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,112.72,74.93333333333334,N/A,1.10,379980000.0,19.22,5.74,2230000000.0,17.98,4301548000.0,7450000000.0,379980000.0,0.15,1.07,2.55,5970000000.0,2230000000.0,2920000000.0,0.15,0.15,99.30,99.30,2069999999.9999998,3.99,4550000000.0,2.61,10.23,2089999999.9999998,3.35,0.59,85.09,6930000.0,0.59,2.07,11990000.0,11.24,382700000.0,N/A
110,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,434.75,9.503496503496503,N/A,18.01,43.49,22.34,7.28,48.13,13.25,38197684800.0,42860000000.0,14.65,1.45,3.98,13.96,10800000000.0,8289999999.999999,3070000000.0,1760000000.0,5.72,687.60,76.81,3110000000.0,6.32,9190000000.0,1.34,3.02,3160000000.0,1.32,5.13,107.16,28700000.0,2.38,4.30,18400000.0,54.36,702680000.0,N/A
111,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,94.14,37.9773156899811,N/A,6.59,10.32,15.95,6.90,18.29,51.98,57105825000.0,64819999999.99999,35.12,6.33,4.33,19.22,14910000000.0,6220000000.0,3370000000.0,1550000000.0,5.29,2.20,2.20,2420000000.0,5.75,8340000000.0,1.51,30.50,2410000000.0,1.01,0.51,87.90,14550000.0,1.49,5.87,3680000.0,200.90,284250000.0,N/A
112,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,128.48,18.925641025641028,N/A,1.35,10.52,20.90,2.81,7.71,37.11,24659921000.0,47200000000.0,16.26,6.51,3.84,10.95,12570000000.0,6770000000.0,4310000000.0,1290000000.0,3.90,55.95,55.95,3130000000.0,4.18,23730000000.0,0.80,54.67,3080000000.0,0.2,0.16,63.77,5330000.0,2.65,1.59,4500000.0,73.81,334100000.0,N/A
113,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,144.38,77.43243243243244,N/A,8.74,7.45,14.71,4.45,10.95,29.90,20866941000.0,24050000000.0,29.95,66.38,6.64,27.17,3510000000.0,1990000000.0,3510000000.0,269700000.0,2.22,13.20,13.20,313800000.0,3.05,3510000000.0,1.00,19.66,313600000.0,1.2,0.42,99.07,2440000.0,2.17,2.27,2810000.0,171.90,121390000.0,N/A
114,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,141.43,16.33529411764706,N/A,1.51,9.66,20.21,2.49,8.41,35.26,20203230400.0,43950000000.0,12.13,9.65,3.57,10.71,12350000000.0,6740000000.0,4099999999.9999995,1190000000.0,3.40,55.10,55.10,3450000000.0,3.68,21980000000.0,0.79,36.73,55.10,0.51,0.06,91.49,5410000.0,1.82,1.61,5380000.0,55.54,363760000.0,N/A
115,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,203.30,54.1271186440678,N/A,15.93,8.43,16.78,10.36,29.26,42.81,43066263600.0,72980000000.0,35.75,7.59,4.72,22.86,14860000000.0,11500000000.0,3190000000.0,1300000000.0,3.54,76.78,76.78,2520000000.0,13.58,8860000000.0,1.62,12.02,2710000000.0,0.79,4.05,90.55,3230000.0,1.94,1.46,3100000.0,191.61,224760000.0,N/A
116,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,104.67,11.921635434412266,N/A,1.55,8.85,14.07,4.89,13.43,66.84,9509582200.0,15370000000.0,10.13,4.54,1.68,8.17,9270000000.0,2230000000.0,1880000000.0,5.87,5.87,26.80,24.49,1500000000.0,5.13,6480000000.0,1.66,45.03,1680000000.0,1.67,0.62,84.05,2610000.0,1.87,2.16,3360000.0,69.98,135890000.0,N/A
117,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,108.45,17.564102564102566,N/A,4.90,12.04,16.82,8.83,27.13,29.41,36834642000.0,42500000000.0,19.21,13.61,2.37,11.36,18370000000.0,7820000000.0,3740000000.0,2160000000.0,3.51,0.00,42.56,3010000000.0,4.32,8199999999.999999,1.01,12.58,3160000000.0,1.51,0.64,76.82,10220000.0,2.81,1.72,10780000.0,61.65,597480000.0,N/A
118,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,25.82,13.917355371900827,N/A,1.37,12.79,17.15,4.82,10.20,28.53,29405166000.0,32049999999.999996,54.91,1.94,1.94,3.72,17079999999.999998,9120000000.0,8620000000.0,2109999999.9999998,3.63,52.47,52.47,8160000000.0,4.99,5540000000.0,1.51,36.89,9140000000.0,1.97,0.34,89.21,9630000.0,1.97,1.85,11740000.0,50.52,582050000.0,N/A
119,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,80.59,19.296178343949045,N/A,2.15,43.16,33.56,2.74,11.30,7.34,22547356700.0,32270000000.000004,42.37,6.17,11.86,18.42,2700000000.0,1790000000.0,1750000000.0,1170000000.0,3.14,195.20,3.00,1460000000.0,0.22,8960000000.0,0.13,28.20,1470000000.0,0.58,1.55,94.92,4410000.0,1.22,1.59,6220000.0,60.59,372130000.0,N/A
120,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,52.86,79.1875,N/A,0.34,253770000.0,20.95,2.13,1890000000.0,12.40,3237438400.0,8310000000.000001,79.19,2.62,2.62,3.74,3720000000.0,1890000000.0,2220000000.0,0.16,0.16,42.27,42.27,1850000000.0,0.07,5090000000.0,1.32,37.74,1480000000.0,1.29,1.22,96.70,21670000.0,3.25,9.59,18250000.0,12.67,255520000.0,N/A
121,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,62.65,17.335952848722986,N/A,2.48,10.19,12.63,5.27,13.93,50.26,557676800.0,43870000000.0,18.77,5.18,2.10,12.54,21390000000.0,7050000000.0,3500000000.0,2130000000.0,5.09,32.61,32.61,3450000000.0,1.05,8950000000.0,1.75,35.61,3220000000.0,1.14,0.24,84.77,6320000.0,2.63,1.58,5240000.0,88.24,6320000.0,N/A
